	id_tweet	created_at	user_name	text	clean	cluster
73756	1073752319832064000	2018-12-14 20:31:17	BogotaseMueve	Accidente grave en la Av. Boyacá con calle 134 sentido norte - sur. Foto: Edison Fontecha. https://t.co/UEsJKLxtU6	accidentar gravar av   boyacá callar      sentir norte    sur   foto   edison fontecha   	1
2251	1047643618314526720	2018-10-03 19:24:37	CamiloAngarita	@sitpbogota acaso autopista nte con calle 95 ahora es paradero de buses? Congestión total por paralela sentido Nte - Sur @BogotaTransito @SectorMovilidad @TransMilenio https://t.co/6NH8J2SFSY	   acaso autopista nte callar     paradero bus   congestión paralelo sentir nte    sur        	1
73624	1073719740319916032	2018-12-14 18:21:49	Citytv	#LoÚltimoEnLaCity ► Opositores de la troncal de @TransMilenio por la carrera Séptima protestan en la calle 67 con carrera Séptima, sentido norte-sur. Recomendamos tomar vías alternas. #CityNoticias https://t.co/hkNntpCs1z	  loúltimo city    opositor troncal    carrera séptimo protestar callar     carrera séptimo   sentir norte sur   recomendar tomar vía alterno    city noticiar  	1
45584	1063085945065521152	2018-11-15 10:06:55	Citytv	#SeMarchaPor #CityCubre Se reporta paso restringido del carril mixto, en sentido norte-sur, sobre la carrera Séptima, a la altura de la calle 40. Siga el minuto a minuto aquí► https://t.co/2KZQQiBBFp	  marchar   city cubrir reportar pasar restringir carril mixto   sentir norte sur   carrera séptimo   a altura callar      seguir minutar a minutar   	1
7009	1049994776626561025	2018-10-10 07:07:17	Citytv	#ElNoctámbulo Una mujer que se movilizaba como copiloto en una motocicleta falleció luego de que se estrellaran contra un taxi en la avenida Boyacá con calle 76 sur. Las intensas lluvias y el piso mojado habrían sido las causas del accidente #ArribaBogotá https://t.co/o7E2G2cQuS	  noctámbulo mujer movilizar copiloto motocicleta fallecer estrellar taxi avenir boyacá callar     sur   intenso lluvia y pisar mojar haber causar accidentar   bogotá  	1
75888	1074850182372753408	2018-12-17 21:13:47	ConPanamericana	Paso restringido Corredor Los Alpes -Villeta PR 80+000 por choque entre Tracto camión y Bus, sin lesionados, unidades atendiendo la emergencia. ¡Transite con precaución!	pasar restringir corredor alpes   villeta pr         chocar tracto camión y bus   lesionar   unidad atender emergencia    transitar precaución	1
81963	1078418484479123458	2018-12-27 17:32:57	Cripence	Choque simple entre 2 vehículos en Av el Dorado, portal el Dorado Transmilenio sentido oriente - occidente, calzada rápida.@SectorMovilidad @BogotaTransito	chocar simple    vehículo av dorar   portal dorar transmilenio sentir orientar    occidente   calzar rápido    	1
52087	1064863647552495617	2018-11-20 07:50:52	Lorelei2020	Accidente de particular con volqueta en la Av ciudad de Cali en el semáforo de la calle 68 sentido norte sur. @SectorMovilidad @WazeTrafficBOG @BogotaTransito	accidentar particular volqueta av ciudad cali semáforo callar     sentir norte sur       	1
18559	1053945037317386240	2018-10-21 04:44:12	RedapBogota	@TransitoPolicia @SectorMovilidad @TransitoBta Avenida boyacá con calle 53 sentido norte sur choque multiple 3 vehículos se necesita tránsito	       avenir boyacá callar     sentir norte sur chocar multiple    vehículo necesitar tránsito	1
16026	1052886189265575944	2018-10-18 06:36:43	RedapBogota	05:17 CL 68 A SUR X CRA 87 : Se presenta vehículo particular  que colisionó contra poste. Se asigna unidad de tránsito.	       centilitro     a sur x cra       presentar vehículo particular   colisionar poste   asignar unidad tránsito	1
16023	1052886072470863872	2018-10-18 06:36:16	RedapBogota	05:26 CRA 107 X CL 78 S-N: Se presenta incidente vial entre particular y ciclista . Se asigna unidad de tránsito.	       cra      x centilitro     segundo n   presentar incidente vial particular y ciclista    asignar unidad tránsito	1
24650	1056870399256997888	2018-10-29 06:28:33	RedapBogota	5:35 AV AMERICAS X CRA 68 B OC-OR: Se presenta incidente vial entre dos particulares.	      av americas x cra     b oc or   presentar incidente vial particular	1
24653	1056870566509101056	2018-10-29 06:29:13	RedapBogota	5:29 AV CARACAS X CL 14 SUR OR-OC: Se presenta incidente vial entre taxi y motociclista .	      av caracas x centilitro     sur or oc   presentar incidente vial taxi y motociclista  	1
